record_id,craft,material,technique,size,labor_hours,raw_material_cost,packaging_cost,transport_cost,complexity,customization,region,actual_selling_price
SIH-03781,Blue Pottery,Ceramic,Glazing,Large,8.2,370,75,105,Medium,Standard,West India,2220
SIH-03782,Thanjavur Painting,Wood,Gold Leaf Work,Small,40.5,1850,480,480,Medium,Moderate,South India,19330
SIH-03783,Kalamkari,Cotton,Block Printing,Small,3.3,510,15,30,Low,Moderate,South India,1420
SIH-03784,Dhokra,Brass,Lost Wax Casting,Large,21.5,1690,135,275,High,Standard,Central India,7730
SIH-03785,Blue Pottery,Ceramic,Glazing,Medium,4.5,290,40,75,Low,Standard,West India,1440
SIH-03786,Dhokra,Brass,Lost Wax Casting,Small,14.1,930,95,145,Medium,Light,Central India,4880
SIH-03787,Moradabad Metal Craft,Brass,Metal Engraving,Large,26.1,2780,315,305,High,Standard,North India,11870
SIH-03788,Madhubani,Paper,Hand Painting,Medium,40.8,250,120,205,Medium,Light,East India,7250
SIH-03789,Sikki Craft,Sikki Grass,Hand Weaving,Medium,6.1,100,15,30,Medium,Standard,East India,930
SIH-03790,Blue Pottery,Ceramic,Glazing,Large,9.3,570,60,125,Medium,Light,West India,2250
SIH-03791,Terracotta,Clay,Hand Moulding,Small,5.5,180,25,40,Low,High,East India,1170
SIH-03792,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,13.6,1310,150,235,Low,Light,Central India,6400
SIH-03793,Kalamkari,Cotton,Block Printing,Large,33.0,740,90,145,High,Light,South India,8290
SIH-03794,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,27.6,2330,375,250,High,High,Central India,11790
SIH-03795,Terracotta,Clay,Hand Moulding,Small,1.2,90,15,20,Low,Light,East India,400
SIH-03796,Madhubani,Paper,Hand Painting,Small,7.8,180,20,30,Low,Light,East India,2030
SIH-03797,Kutch Embroidery,Cotton,Hand Embroidery,Medium,22.2,650,50,125,Medium,Standard,West India,4850
SIH-03798,Blue Pottery,Ceramic,Glazing,Medium,2.3,200,20,25,Low,Standard,West India,640
SIH-03799,Dhokra,Brass,Lost Wax Casting,Medium,24.4,1850,200,295,High,High,Central India,9820
SIH-03800,Kondapalli Toys,Soft Wood,Hand Painting,Small,4.4,150,15,20,Low,Standard,South India,1140
SIH-03801,Kutch Embroidery,Cotton,Hand Embroidery,Medium,27.1,370,135,165,Medium,Light,West India,6760
SIH-03802,Pipili Applique,Cotton,Applique,Large,9.8,590,40,50,Medium,Standard,East India,2280
SIH-03803,Madhubani,Paper,Hand Painting,Large,18.6,250,55,50,High,High,East India,3530
SIH-03804,Kalamkari,Cotton,Block Printing,Large,24.1,720,100,105,Medium,Standard,South India,4930
SIH-03805,Blue Pottery,Ceramic,Glazing,Large,1.5,430,25,25,Medium,Light,West India,880
SIH-03806,Dhokra,Brass,Lost Wax Casting,Medium,10.8,2020,125,250,High,Moderate,Central India,6550
SIH-03807,Dhokra,Brass,Lost Wax Casting,Large,20.8,2830,230,265,High,Light,Central India,9660
SIH-03808,Kondapalli Toys,Soft Wood,Hand Painting,Small,5.3,110,25,35,Low,Standard,South India,1170
SIH-03809,Pipili Applique,Cotton,Applique,Large,26.9,540,100,75,High,Moderate,East India,5600
SIH-03810,Blue Pottery,Ceramic,Glazing,Small,1.2,230,15,25,Low,High,West India,560
SIH-03811,Thanjavur Painting,Wood,Gold Leaf Work,Small,27.0,2570,325,465,Medium,Light,South India,14160
SIH-03812,Pashmina,Pashmina Wool,Hand Embroidery,Standard,108.7,8850,715,635,Medium,Light,North India,45960
SIH-03813,Banarasi,Silk,Handloom Weaving,Standard,165.6,5290,395,565,High,Light,North India,38920
SIH-03814,Kalamkari,Cotton,Block Printing,Small,8.0,370,50,45,Low,Light,South India,2560
SIH-03815,Kutch Embroidery,Cotton,Hand Embroidery,Small,12.1,380,70,90,Medium,Moderate,West India,3770
SIH-03816,Kalamkari,Cotton,Block Printing,Medium,2.6,570,15,30,Low,Standard,South India,1280
SIH-03817,Blue Pottery,Ceramic,Glazing,Small,0.8,150,15,20,Low,Standard,West India,360
SIH-03818,Channapatna,Wood,Lac Turning,Small,3.4,110,15,20,Low,Standard,South India,740
SIH-03819,Dhokra,Brass,Lost Wax Casting,Medium,18.1,1140,185,180,Medium,Light,Central India,6030
SIH-03820,Kondapalli Toys,Soft Wood,Hand Painting,Large,12.3,400,60,65,High,Moderate,South India,2530
SIH-03821,Kalamkari,Cotton,Block Printing,Medium,9.2,620,35,85,Low,Standard,South India,3360
SIH-03822,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,11.8,1070,140,180,Medium,Moderate,Central India,5560
SIH-03823,Kalamkari,Cotton,Block Printing,Small,8.0,160,30,25,Low,Standard,South India,1340
SIH-03824,Channapatna,Wood,Lac Turning,Medium,3.3,110,15,20,Low,Standard,South India,740
SIH-03825,Madhubani,Paper,Hand Painting,Medium,6.1,100,20,35,Medium,Light,East India,1410
SIH-03826,Moradabad Metal Craft,Brass,Metal Engraving,Large,28.5,1740,290,415,High,Light,North India,10680
SIH-03827,Kutch Embroidery,Cotton,Hand Embroidery,Large,20.4,810,130,145,High,Light,West India,6520
SIH-03828,Banarasi,Silk,Handloom Weaving,Standard,141.3,7170,555,695,High,Moderate,North India,54350
SIH-03829,Channapatna,Wood,Lac Turning,Small,3.5,140,15,35,Low,High,South India,990
SIH-03830,Banarasi,Silk,Handloom Weaving,Standard,111.2,3230,460,650,Medium,Standard,North India,27890
SIH-03831,Sandalwood Carving,Sandalwood,Wood Carving,Small,21.6,2080,110,200,Low,Light,South India,9100
SIH-03832,Thanjavur Painting,Wood,Gold Leaf Work,Medium,52.8,2180,440,595,High,Standard,South India,20590
SIH-03833,Thanjavur Painting,Wood,Gold Leaf Work,Small,45.0,1830,530,390,Medium,Moderate,South India,24520
SIH-03834,Kutch Embroidery,Cotton,Hand Embroidery,Medium,26.0,330,125,90,High,High,West India,7070
SIH-03835,Pashmina,Pashmina Wool,Hand Embroidery,Standard,57.2,5340,335,360,Medium,Standard,North India,25090
SIH-03836,Sikki Craft,Sikki Grass,Hand Weaving,Small,5.6,100,35,35,Low,High,East India,1240
SIH-03837,Blue Pottery,Ceramic,Glazing,Small,3.0,240,25,50,Low,High,West India,1070
SIH-03838,Sikki Craft,Sikki Grass,Hand Weaving,Large,10.5,200,30,40,High,Light,East India,1920
SIH-03839,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,8.0,990,100,100,Low,Light,Central India,3590
SIH-03840,Moradabad Metal Craft,Brass,Metal Engraving,Medium,10.3,1070,120,155,Medium,Standard,North India,4100
SIH-03841,Blue Pottery,Ceramic,Glazing,Large,5.3,280,60,95,Medium,Light,West India,1600
SIH-03842,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,8.4,1310,70,180,Low,Moderate,Central India,4650
SIH-03843,Sikki Craft,Sikki Grass,Hand Weaving,Small,4.8,110,20,20,Low,Standard,East India,920
SIH-03844,Banarasi,Silk,Handloom Weaving,Standard,137.3,4610,495,820,High,Light,North India,38970
SIH-03845,Blue Pottery,Ceramic,Glazing,Medium,2.7,280,30,30,Low,Standard,West India,960
SIH-03846,Pashmina,Pashmina Wool,Hand Embroidery,Standard,47.4,4540,350,540,Medium,Standard,North India,22490
SIH-03847,Sandalwood Carving,Sandalwood,Wood Carving,Small,29.3,1680,225,290,Medium,High,South India,11130
SIH-03848,Blue Pottery,Ceramic,Glazing,Large,6.3,380,50,60,Medium,Standard,West India,1600
SIH-03849,Blue Pottery,Ceramic,Glazing,Large,7.3,570,65,115,Medium,Light,West India,2150
SIH-03850,Sandalwood Carving,Sandalwood,Wood Carving,Large,50.9,4150,375,360,High,Light,South India,22590
SIH-03851,Terracotta,Clay,Hand Moulding,Medium,2.6,210,15,20,Low,Light,East India,670
SIH-03852,Pipili Applique,Cotton,Applique,Small,8.0,290,25,30,Low,Standard,East India,1740
SIH-03853,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,47.9,1410,310,280,High,Standard,North India,15640
SIH-03854,Blue Pottery,Ceramic,Glazing,Large,4.4,560,45,105,Medium,Light,West India,1790
SIH-03855,Sikki Craft,Sikki Grass,Hand Weaving,Medium,11.4,170,55,60,Medium,Light,East India,2760
SIH-03856,Blue Pottery,Ceramic,Glazing,Large,7.0,310,50,95,High,High,West India,2190
SIH-03857,Thanjavur Painting,Wood,Gold Leaf Work,Medium,36.4,2360,285,315,High,Moderate,South India,19270
SIH-03858,Sandalwood Carving,Sandalwood,Wood Carving,Large,69.4,4050,400,455,High,Standard,South India,25280
SIH-03859,Pashmina,Pashmina Wool,Hand Embroidery,Standard,97.7,4930,635,760,High,Moderate,North India,43150
SIH-03860,Terracotta,Clay,Hand Moulding,Small,4.7,110,15,25,Low,High,East India,910
SIH-03861,Pashmina,Pashmina Wool,Hand Embroidery,Standard,99.0,8150,280,470,High,Standard,North India,34050
SIH-03862,Dhokra,Brass,Lost Wax Casting,Small,8.3,930,100,135,Medium,High,Central India,3610
SIH-03863,Banarasi,Silk,Handloom Weaving,Standard,64.9,5150,365,480,Medium,Light,North India,23990
SIH-03864,Sandalwood Carving,Sandalwood,Wood Carving,Small,29.7,2010,245,150,Low,Moderate,South India,10210
SIH-03865,Pashmina,Pashmina Wool,Hand Embroidery,Standard,85.3,6140,290,535,Medium,Standard,North India,29520
SIH-03866,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,27.0,2330,120,235,High,Moderate,North India,9570
SIH-03867,Sandalwood Carving,Sandalwood,Wood Carving,Medium,29.7,2950,305,310,High,Moderate,South India,11110
SIH-03868,Kalamkari,Cotton,Block Printing,Medium,8.8,490,40,55,Low,Light,South India,2470
SIH-03869,Blue Pottery,Ceramic,Glazing,Large,7.6,510,50,70,Medium,Moderate,West India,2210
SIH-03870,Madhubani,Paper,Hand Painting,Small,10.3,110,40,40,Low,Light,East India,2080
SIH-03871,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,18.2,2690,310,410,High,Light,Central India,9450
SIH-03872,Terracotta,Clay,Hand Moulding,Large,8.4,210,50,65,Medium,Standard,East India,1630
SIH-03873,Phulkari,Cotton,Hand Embroidery,Standard,24.5,440,80,135,Medium,Standard,North India,5810
SIH-03874,Dhokra,Brass,Lost Wax Casting,Medium,6.4,1110,120,115,Medium,Light,Central India,3800
SIH-03875,Banarasi,Silk,Handloom Weaving,Standard,86.3,4680,360,600,High,Moderate,North India,36390
SIH-03876,Blue Pottery,Ceramic,Glazing,Small,1.2,90,15,20,Low,Standard,West India,350
SIH-03877,Thanjavur Painting,Wood,Gold Leaf Work,Small,42.1,1510,355,550,Medium,Moderate,South India,20730
SIH-03878,Pashmina,Pashmina Wool,Hand Embroidery,Standard,115.5,5100,315,765,High,Moderate,North India,36940
SIH-03879,Blue Pottery,Ceramic,Glazing,Large,8.1,480,70,90,Medium,Light,West India,2070
SIH-03880,Pashmina,Pashmina Wool,Hand Embroidery,Standard,52.6,3740,195,260,Medium,Standard,North India,19950
SIH-03881,Dhokra,Brass,Lost Wax Casting,Large,25.8,1360,170,295,High,Light,Central India,7260
SIH-03882,Kalamkari,Cotton,Block Printing,Medium,16.1,700,70,50,Low,Light,South India,3780
SIH-03883,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Medium,25.3,1010,190,220,Medium,Standard,North India,8180
SIH-03884,Kalamkari,Cotton,Block Printing,Medium,7.3,710,35,40,Medium,Moderate,South India,2330
SIH-03885,Blue Pottery,Ceramic,Glazing,Large,2.4,310,25,25,Medium,Light,West India,940
SIH-03886,Kutch Embroidery,Cotton,Hand Embroidery,Small,11.6,260,45,55,Low,Standard,West India,2680
SIH-03887,Channapatna,Wood,Lac Turning,Large,6.1,360,60,45,Medium,Standard,South India,1750
SIH-03888,Dhokra,Brass,Lost Wax Casting,Small,15.8,1310,130,245,Medium,High,Central India,6640
SIH-03889,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,34.4,2600,310,285,High,Standard,Central India,13710
SIH-03890,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Medium,26.1,790,170,195,Medium,Light,North India,9390
SIH-03891,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,27.9,2290,130,400,Medium,Standard,Central India,8850
SIH-03892,Kutch Embroidery,Cotton,Hand Embroidery,Large,36.8,660,100,110,High,High,West India,7140
SIH-03893,Banarasi,Silk,Handloom Weaving,Standard,103.2,3930,635,830,Medium,Standard,North India,38260
SIH-03894,Channapatna,Wood,Lac Turning,Medium,4.5,210,25,30,Low,Light,South India,1010
SIH-03895,Blue Pottery,Ceramic,Glazing,Large,3.0,450,30,40,Medium,Moderate,West India,1160
SIH-03896,Sikki Craft,Sikki Grass,Hand Weaving,Large,11.1,180,75,85,High,Standard,East India,2880
SIH-03897,Pipili Applique,Cotton,Applique,Small,1.8,320,15,25,Low,Standard,East India,790
SIH-03898,Moradabad Metal Craft,Brass,Metal Engraving,Small,5.3,1050,45,95,Low,Standard,North India,2740
SIH-03899,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,15.3,1100,85,215,Low,Standard,North India,6280
SIH-03900,Banarasi,Silk,Handloom Weaving,Standard,118.9,4400,520,325,Medium,Standard,North India,32070
SIH-03901,Dhokra,Brass,Lost Wax Casting,Medium,19.9,1670,170,225,High,High,Central India,6940
SIH-03902,Sikki Craft,Sikki Grass,Hand Weaving,Medium,2.2,120,15,20,Medium,Light,East India,540
SIH-03903,Blue Pottery,Ceramic,Glazing,Medium,4.7,240,55,50,Low,High,West India,1320
SIH-03904,Pashmina,Pashmina Wool,Hand Embroidery,Standard,99.3,3880,395,460,Medium,Light,North India,32900
SIH-03905,Phulkari,Cotton,Hand Embroidery,Standard,56.3,520,110,210,High,Moderate,North India,10990
SIH-03906,Pashmina,Pashmina Wool,Hand Embroidery,Standard,101.2,6030,330,695,Medium,Standard,North India,43590
SIH-03907,Channapatna,Wood,Lac Turning,Small,3.4,170,15,30,Low,Light,South India,930
SIH-03908,Pipili Applique,Cotton,Applique,Medium,7.7,210,30,40,Low,Standard,East India,1390
SIH-03909,Pipili Applique,Cotton,Applique,Medium,10.2,210,40,45,Medium,High,East India,2300
SIH-03910,Sandalwood Carving,Sandalwood,Wood Carving,Medium,78.5,1520,735,600,High,High,South India,28920
SIH-03911,Channapatna,Wood,Lac Turning,Small,4.3,160,20,45,Low,Standard,South India,1130
SIH-03912,Dhokra,Brass,Lost Wax Casting,Large,21.3,2050,215,300,High,Standard,Central India,8380
SIH-03913,Terracotta,Clay,Hand Moulding,Medium,4.0,160,20,40,Low,Standard,East India,840
SIH-03914,Kalamkari,Cotton,Block Printing,Small,9.1,440,30,60,Low,Standard,South India,2410
SIH-03915,Pipili Applique,Cotton,Applique,Medium,9.2,170,35,30,Medium,Moderate,East India,2160
SIH-03916,Dhokra,Brass,Lost Wax Casting,Medium,18.0,1700,230,170,High,Moderate,Central India,7290
SIH-03917,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,28.1,1050,185,355,Medium,High,North India,9780
SIH-03918,Kutch Embroidery,Cotton,Hand Embroidery,Large,25.4,670,130,135,High,Moderate,West India,6960
SIH-03919,Sandalwood Carving,Sandalwood,Wood Carving,Small,26.4,810,135,190,Low,Light,South India,8780
SIH-03920,Blue Pottery,Ceramic,Glazing,Medium,1.1,230,20,20,Low,Standard,West India,540
SIH-03921,Blue Pottery,Ceramic,Glazing,Medium,6.0,310,50,75,Low,High,West India,1660
SIH-03922,Terracotta,Clay,Hand Moulding,Large,4.8,250,35,35,Medium,Standard,East India,1270
SIH-03923,Sikki Craft,Sikki Grass,Hand Weaving,Small,5.4,100,15,30,Low,Standard,East India,1150
SIH-03924,Blue Pottery,Ceramic,Glazing,Large,5.2,380,60,40,Medium,Standard,West India,1450
SIH-03925,Phulkari,Cotton,Hand Embroidery,Standard,51.9,590,110,160,Medium,Light,North India,9260
SIH-03926,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,7.7,1020,80,115,Low,Standard,Central India,2930
SIH-03927,Dhokra,Brass,Lost Wax Casting,Small,11.2,1230,75,215,Low,Standard,Central India,4760
SIH-03928,Blue Pottery,Ceramic,Glazing,Large,3.0,350,35,60,Medium,Standard,West India,1290
SIH-03929,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,19.8,590,165,245,Medium,Moderate,Central India,6680
SIH-03930,Blue Pottery,Ceramic,Glazing,Large,6.6,500,55,80,Medium,Standard,West India,1870
SIH-03931,Dhokra,Brass,Lost Wax Casting,Large,28.9,1530,255,485,High,Moderate,Central India,11160
SIH-03932,Blue Pottery,Ceramic,Glazing,Medium,2.3,320,35,45,Low,Moderate,West India,890
SIH-03933,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,38.6,2300,415,335,High,Light,North India,15790
SIH-03934,Channapatna,Wood,Lac Turning,Small,2.9,120,15,30,Low,Standard,South India,770
SIH-03935,Madhubani,Paper,Hand Painting,Small,12.8,160,30,50,Low,High,East India,2270
SIH-03936,Blue Pottery,Ceramic,Glazing,Large,5.1,190,25,40,Medium,Standard,West India,1090
SIH-03937,Blue Pottery,Ceramic,Glazing,Large,5.6,500,30,55,Medium,Standard,West India,1640
SIH-03938,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,50.3,2880,485,575,High,Standard,North India,20240
SIH-03939,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,11.3,2970,230,280,High,Light,Central India,7360
SIH-03940,Pashmina,Pashmina Wool,Hand Embroidery,Standard,93.5,3340,230,440,Medium,Standard,North India,23240
SIH-03941,Pashmina,Pashmina Wool,Hand Embroidery,Standard,56.6,6460,460,450,Medium,Standard,North India,30880
SIH-03942,Pipili Applique,Cotton,Applique,Medium,7.7,270,15,40,Low,Standard,East India,1410
SIH-03943,Blue Pottery,Ceramic,Glazing,Medium,3.4,370,45,40,Medium,High,West India,1250
SIH-03944,Moradabad Metal Craft,Brass,Metal Engraving,Small,11.1,730,120,150,Low,Moderate,North India,4370
SIH-03945,Pashmina,Pashmina Wool,Hand Embroidery,Standard,64.5,4120,330,265,Medium,Light,North India,19490
SIH-03946,Sandalwood Carving,Sandalwood,Wood Carving,Large,58.0,3200,430,435,High,Light,South India,17270
SIH-03947,Pashmina,Pashmina Wool,Hand Embroidery,Standard,24.5,7250,160,250,High,Light,North India,18700
SIH-03948,Madhubani,Paper,Hand Painting,Medium,22.4,230,85,65,Medium,Standard,East India,4100
SIH-03949,Pipili Applique,Cotton,Applique,Medium,12.9,350,65,65,Low,Standard,East India,3070
SIH-03950,Blue Pottery,Ceramic,Glazing,Large,3.9,520,40,50,Medium,Standard,West India,1360
SIH-03951,Sikki Craft,Sikki Grass,Hand Weaving,Small,3.4,90,20,20,Low,Light,East India,740
SIH-03952,Dhokra,Brass,Lost Wax Casting,Small,4.5,880,75,75,Low,Standard,Central India,2370
SIH-03953,Kalamkari,Cotton,Block Printing,Large,26.3,700,100,165,Medium,Standard,South India,6680
SIH-03954,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,28.8,1110,280,345,Medium,Standard,North India,10480
SIH-03955,Pipili Applique,Cotton,Applique,Large,12.3,380,35,75,Medium,Standard,East India,2610
SIH-03956,Moradabad Metal Craft,Brass,Metal Engraving,Small,12.1,640,155,210,Low,Light,North India,4820
SIH-03957,Sandalwood Carving,Sandalwood,Wood Carving,Small,42.9,1800,205,315,Medium,Moderate,South India,13450
SIH-03958,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,18.0,570,130,135,Medium,Moderate,North India,6840
SIH-03959,Sikki Craft,Sikki Grass,Hand Weaving,Small,0.9,120,15,20,Low,Standard,East India,320
SIH-03960,Terracotta,Clay,Hand Moulding,Medium,4.9,190,45,45,Low,Standard,East India,1170
SIH-03961,Blue Pottery,Ceramic,Glazing,Large,2.7,370,20,25,Medium,Standard,West India,970
SIH-03962,Pipili Applique,Cotton,Applique,Large,18.6,470,85,70,Medium,Standard,East India,3720
SIH-03963,Blue Pottery,Ceramic,Glazing,Large,6.0,470,65,65,Medium,Moderate,West India,1800
SIH-03964,Moradabad Metal Craft,Brass,Metal Engraving,Small,5.1,1270,80,95,Low,Standard,North India,3450
SIH-03965,Pashmina,Pashmina Wool,Hand Embroidery,Standard,78.4,5760,345,475,Medium,Standard,North India,32630
SIH-03966,Thanjavur Painting,Wood,Gold Leaf Work,Small,31.3,2340,195,390,Medium,Standard,South India,17920
SIH-03967,Blue Pottery,Ceramic,Glazing,Medium,1.5,210,25,20,Low,Standard,West India,610
SIH-03968,Blue Pottery,Ceramic,Glazing,Medium,1.7,300,15,35,Low,Standard,West India,660
SIH-03969,Pipili Applique,Cotton,Applique,Large,20.9,700,60,90,High,Standard,East India,3560
SIH-03970,Sikki Craft,Sikki Grass,Hand Weaving,Small,3.7,70,20,25,Low,Standard,East India,630
SIH-03971,Dhokra,Brass,Lost Wax Casting,Medium,34.4,740,125,155,High,High,Central India,8150
SIH-03972,Madhubani,Paper,Hand Painting,Large,17.5,170,70,75,Medium,Standard,East India,3300
SIH-03973,Blue Pottery,Ceramic,Glazing,Large,3.0,390,35,60,Medium,Standard,West India,1250
SIH-03974,Sikki Craft,Sikki Grass,Hand Weaving,Medium,5.6,110,30,40,Medium,Moderate,East India,1120
SIH-03975,Moradabad Metal Craft,Brass,Metal Engraving,Large,25.1,2930,375,325,High,Standard,North India,11030
SIH-03976,Dhokra,Brass,Lost Wax Casting,Medium,10.2,1820,100,190,Medium,Standard,Central India,5580
SIH-03977,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,19.3,770,100,145,Medium,High,North India,7180
SIH-03978,Blue Pottery,Ceramic,Glazing,Small,3.5,220,25,60,Low,Moderate,West India,1190
SIH-03979,Kalamkari,Cotton,Block Printing,Large,22.7,530,80,80,High,Light,South India,5660
SIH-03980,Kondapalli Toys,Soft Wood,Hand Painting,Medium,6.2,330,45,55,Medium,Moderate,South India,1690
SIH-03981,Kondapalli Toys,Soft Wood,Hand Painting,Medium,6.3,320,30,35,Medium,Moderate,South India,1500
SIH-03982,Kutch Embroidery,Cotton,Hand Embroidery,Medium,14.4,260,65,75,High,High,West India,4460
SIH-03983,Blue Pottery,Ceramic,Glazing,Medium,1.8,210,20,35,Low,Light,West India,690
SIH-03984,Thanjavur Painting,Wood,Gold Leaf Work,Medium,23.1,3420,235,290,High,Standard,South India,13720
SIH-03985,Banarasi,Silk,Handloom Weaving,Standard,32.3,3260,270,265,Medium,Standard,North India,15640
SIH-03986,Terracotta,Clay,Hand Moulding,Medium,6.7,150,35,45,Low,Standard,East India,1380
SIH-03987,Blue Pottery,Ceramic,Glazing,Small,1.5,160,15,20,Low,Light,West India,480
SIH-03988,Banarasi,Silk,Handloom Weaving,Standard,123.2,7220,600,520,High,Light,North India,40400
SIH-03989,Kalamkari,Cotton,Block Printing,Small,7.8,230,20,65,Low,Standard,South India,2370
SIH-03990,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Medium,45.8,1480,405,315,Medium,Moderate,North India,15090
SIH-03991,Kutch Embroidery,Cotton,Hand Embroidery,Large,25.5,670,85,85,High,Standard,West India,6160
SIH-03992,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,39.2,1650,405,585,High,High,Central India,14090
SIH-03993,Sandalwood Carving,Sandalwood,Wood Carving,Large,89.9,3310,365,405,High,Light,South India,23000
SIH-03994,Pipili Applique,Cotton,Applique,Small,7.4,130,15,30,Low,Light,East India,1450
SIH-03995,Blue Pottery,Ceramic,Glazing,Medium,3.3,160,20,45,Low,Light,West India,810
SIH-03996,Blue Pottery,Ceramic,Glazing,Large,8.2,450,95,130,High,High,West India,2400
SIH-03997,Channapatna,Wood,Lac Turning,Small,3.5,90,15,25,Low,Standard,South India,910
SIH-03998,Pashmina,Pashmina Wool,Hand Embroidery,Standard,43.3,3640,305,425,Medium,Standard,North India,19480
SIH-03999,Sikki Craft,Sikki Grass,Hand Weaving,Medium,10.7,170,60,85,Medium,Standard,East India,2640
SIH-04000,Dhokra,Brass,Lost Wax Casting,Small,15.0,1200,115,230,Low,Light,Central India,5390
SIH-04001,Kutch Embroidery,Cotton,Hand Embroidery,Small,11.0,130,35,30,Medium,Standard,West India,2220
SIH-04002,Blue Pottery,Ceramic,Glazing,Small,4.1,120,40,35,Low,High,West India,1090
SIH-04003,Kutch Embroidery,Cotton,Hand Embroidery,Large,25.8,570,115,135,High,Standard,West India,6170
SIH-04004,Pashmina,Pashmina Wool,Hand Embroidery,Standard,46.0,4170,250,250,Medium,Light,North India,18210
SIH-04005,Blue Pottery,Ceramic,Glazing,Large,5.1,500,85,95,Medium,Standard,West India,1900
SIH-04006,Blue Pottery,Ceramic,Glazing,Large,4.0,210,20,45,Medium,Light,West India,930
SIH-04007,Pipili Applique,Cotton,Applique,Small,4.1,210,15,20,Low,Light,East India,1160
SIH-04008,Channapatna,Wood,Lac Turning,Medium,4.8,140,35,50,Low,Standard,South India,1140
SIH-04009,Blue Pottery,Ceramic,Glazing,Large,2.5,520,25,45,Medium,Light,West India,1300
SIH-04010,Thanjavur Painting,Wood,Gold Leaf Work,Large,66.3,3650,525,815,High,Light,South India,28720
SIH-04011,Thanjavur Painting,Wood,Gold Leaf Work,Large,48.8,3590,540,585,High,Moderate,South India,29030
SIH-04012,Sandalwood Carving,Sandalwood,Wood Carving,Small,14.8,990,140,175,Low,Standard,South India,6730
SIH-04013,Terracotta,Clay,Hand Moulding,Medium,1.1,150,15,20,Low,Standard,East India,470
SIH-04014,Blue Pottery,Ceramic,Glazing,Small,1.0,120,15,20,Low,Moderate,West India,380
SIH-04015,Kalamkari,Cotton,Block Printing,Medium,16.4,570,60,65,Low,Light,South India,4400
SIH-04016,Blue Pottery,Ceramic,Glazing,Small,3.3,250,35,50,Low,Standard,West India,1100
SIH-04017,Pipili Applique,Cotton,Applique,Small,4.6,190,20,20,Low,Standard,East India,1190
SIH-04018,Dhokra,Brass,Lost Wax Casting,Large,22.4,2670,285,240,High,Moderate,Central India,10840
SIH-04019,Dhokra,Brass,Lost Wax Casting,Medium,21.2,880,130,155,High,Moderate,Central India,6580
SIH-04020,Pashmina,Pashmina Wool,Hand Embroidery,Standard,84.4,7700,485,640,Medium,Standard,North India,37480
SIH-04021,Kutch Embroidery,Cotton,Hand Embroidery,Medium,29.1,340,135,100,Medium,Moderate,West India,6340
SIH-04022,Blue Pottery,Ceramic,Glazing,Small,3.2,230,25,30,Low,Standard,West India,960
SIH-04023,Dhokra,Brass,Lost Wax Casting,Large,28.2,1630,145,285,High,Standard,Central India,7810
SIH-04024,Dhokra,Brass,Lost Wax Casting,Medium,12.4,1050,115,150,Medium,Light,Central India,5400
SIH-04025,Blue Pottery,Ceramic,Glazing,Medium,4.9,220,45,55,Low,Moderate,West India,1470
SIH-04026,Pashmina,Pashmina Wool,Hand Embroidery,Standard,61.2,6350,405,455,Medium,Standard,North India,28700
SIH-04027,Sandalwood Carving,Sandalwood,Wood Carving,Medium,49.9,2440,475,375,Medium,Light,South India,19720
SIH-04028,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,41.4,2120,195,425,High,Moderate,North India,15230
SIH-04029,Kutch Embroidery,Cotton,Hand Embroidery,Medium,27.8,370,65,75,Medium,Light,West India,6050
SIH-04030,Sikki Craft,Sikki Grass,Hand Weaving,Medium,8.9,150,50,45,Medium,Moderate,East India,1980
SIH-04031,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,18.7,2210,140,390,High,Light,Central India,8540
SIH-04032,Kondapalli Toys,Soft Wood,Hand Painting,Medium,4.6,230,20,30,Low,Standard,South India,1210
SIH-04033,Sandalwood Carving,Sandalwood,Wood Carving,Medium,29.5,3000,265,390,Medium,Light,South India,13760
