record_id,product,category,subcategory,state,data_type,generation_method,calibration_source,generated_at,dataset_version,labor_hours,raw_material_cost,packaging_cost,transport_cost,complexity,customization,actual_selling_price,craft,material,technique,region,size,direct_cost,market_reference_price,market_price_min,market_price_max,market_comparable_count
SIH-03707,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.7,270,25,40,Low,High,1480,Pipili Applique,Cotton,Applique,East India,Small,335,1255.0,560.0,2420.0,86.0
SIH-03708,Channapatna Wooden Toy,Toys,Wooden Toys,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.1,150,30,35,Low,Standard,1040,Channapatna,Wood,Lac Turning,South India,Medium,215,920.0,400.0,1670.0,93.0
SIH-03709,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.6,270,35,45,Low,Standard,1140,Blue Pottery,Ceramic,Glazing,West India,Medium,350,990.0,430.0,1880.0,243.0
SIH-03710,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.4,240,20,25,Medium,Standard,1180,Kondapalli Toys,Soft Wood,Hand Painting,South India,Medium,285,1330.0,590.0,2720.0,77.0
SIH-03711,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.6,120,15,20,Low,High,500,Kondapalli Toys,Soft Wood,Hand Painting,South India,Small,155,900.0,380.0,1720.0,97.0
SIH-03712,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,9.2,1450,140,120,Low,Standard,4040,Dhokra,Brass,Lost Wax Casting,Central India,Small,1710,3940.0,1500.0,9610.0,96.0
SIH-03713,Kalamkari Wall Art,Painting,Textile Painting,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,7.8,460,25,50,Low,Moderate,1940,Kalamkari,Cotton,Block Printing,South India,Medium,535,2675.0,1000.0,5860.0,84.0
SIH-03714,Pashmina Shawl,Textiles,Shawl,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,115.5,6680,345,360,Medium,Light,35310,Pashmina,Pashmina Wool,Hand Embroidery,North India,Standard,7385,29505.0,12200.0,62560.0,256.0
SIH-03715,Terracotta Decorative Pot,Home Decor,Pottery,West Bengal,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.3,80,15,45,Low,Moderate,950,Terracotta,Clay,Hand Moulding,East India,Small,140,705.0,250.0,1220.0,78.0
SIH-03716,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.1,430,30,45,Medium,Light,1260,Blue Pottery,Ceramic,Glazing,West India,Large,505,1590.0,710.0,3370.0,250.0
SIH-03717,Pashmina Shawl,Textiles,Shawl,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,136.0,5850,415,535,Medium,Light,45110,Pashmina,Pashmina Wool,Hand Embroidery,North India,Standard,6800,29505.0,12200.0,62560.0,256.0
SIH-03718,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,8.3,1140,130,135,Medium,Standard,3580,Moradabad Metal Craft,Brass,Metal Engraving,North India,Medium,1405,5250.0,2060.0,9180.0,82.0
SIH-03719,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.6,130,15,20,Low,Light,710,Kondapalli Toys,Soft Wood,Hand Painting,South India,Small,165,900.0,380.0,1720.0,97.0
SIH-03720,Madhubani Painting,Painting,Folk Painting,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,15.2,270,70,80,Medium,Light,4530,Madhubani,Paper,Hand Painting,East India,Medium,420,4630.0,1130.0,12160.0,87.0
SIH-03721,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,50.7,5280,385,515,Medium,Standard,23570,Banarasi,Silk,Handloom Weaving,North India,Standard,6180,33640.0,15130.0,63680.0,248.0
SIH-03722,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.2,130,15,20,Low,Light,410,Blue Pottery,Ceramic,Glazing,West India,Small,165,780.0,320.0,1310.0,265.0
SIH-03723,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.1,220,40,40,Low,Moderate,1040,Blue Pottery,Ceramic,Glazing,West India,Small,300,770.0,320.0,1310.0,265.0
SIH-03724,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,115.4,4220,600,515,High,Moderate,41160,Banarasi,Silk,Handloom Weaving,North India,Standard,5335,33625.0,15130.0,63680.0,248.0
SIH-03725,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,23.1,2120,225,390,High,Light,8810,Moradabad Metal Craft,Brass,Metal Engraving,North India,Large,2735,8160.0,4080.0,14020.0,84.0
SIH-03726,Bastar Bell Metal Figure,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,25.5,2480,245,330,High,High,11510,Bastar Dhokra,Bell Metal,Lost Wax Casting,Central India,Large,3055,12680.0,5690.0,15960.0,81.0
SIH-03727,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.2,140,20,20,Low,Standard,430,Blue Pottery,Ceramic,Glazing,West India,Medium,180,990.0,460.0,1880.0,243.0
SIH-03728,Terracotta Decorative Pot,Home Decor,Pottery,West Bengal,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,7.3,270,45,85,Medium,Light,1400,Terracotta,Clay,Hand Moulding,East India,Large,400,1550.0,480.0,2810.0,77.0
SIH-03729,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.2,1240,100,110,Low,Standard,3600,Moradabad Metal Craft,Brass,Metal Engraving,North India,Small,1450,3155.0,1250.0,6290.0,94.0
SIH-03730,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.0,140,15,20,Low,Standard,390,Blue Pottery,Ceramic,Glazing,West India,Small,175,780.0,320.0,1310.0,265.0
SIH-03731,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,18.3,790,180,215,Medium,Standard,6050,Moradabad Metal Craft,Brass,Metal Engraving,North India,Medium,1185,5225.0,2060.0,9180.0,82.0
SIH-03732,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,7.1,1070,110,150,Low,Light,3970,Dhokra,Brass,Lost Wax Casting,Central India,Small,1330,3970.0,1500.0,9610.0,96.0
SIH-03733,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,42.2,810,165,160,High,Moderate,9130,Phulkari,Cotton,Hand Embroidery,North India,Standard,1135,8470.0,2560.0,14630.0,240.0
SIH-03734,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.1,420,70,75,Medium,Standard,1770,Blue Pottery,Ceramic,Glazing,West India,Large,565,1585.0,710.0,3370.0,250.0
SIH-03735,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,7.4,230,40,35,Medium,Moderate,1990,Kondapalli Toys,Soft Wood,Hand Painting,South India,Medium,305,1320.0,590.0,2720.0,77.0
SIH-03736,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.5,480,40,70,Low,Moderate,2380,Moradabad Metal Craft,Brass,Metal Engraving,North India,Small,590,3175.0,1250.0,6290.0,94.0
SIH-03737,Channapatna Wooden Toy,Toys,Wooden Toys,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.0,190,25,30,Low,Moderate,1220,Channapatna,Wood,Lac Turning,South India,Medium,245,920.0,400.0,1670.0,93.0
SIH-03738,Terracotta Decorative Pot,Home Decor,Pottery,West Bengal,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,12.4,230,65,120,Medium,Standard,2600,Terracotta,Clay,Hand Moulding,East India,Large,415,1540.0,480.0,2810.0,77.0
SIH-03739,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,31.3,2670,270,255,High,Standard,10620,Moradabad Metal Craft,Brass,Metal Engraving,North India,Large,3195,8160.0,4080.0,14020.0,84.0
SIH-03740,Kalamkari Wall Art,Painting,Textile Painting,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,21.4,480,90,110,High,Moderate,4970,Kalamkari,Cotton,Block Printing,South India,Large,680,4680.0,1710.0,8830.0,69.0
SIH-03741,Terracotta Decorative Pot,Home Decor,Pottery,West Bengal,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,9.1,220,65,55,Medium,Standard,1970,Terracotta,Clay,Hand Moulding,East India,Large,340,1540.0,480.0,2810.0,77.0
SIH-03742,Channapatna Wooden Toy,Toys,Wooden Toys,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.0,210,20,40,Medium,Light,1290,Channapatna,Wood,Lac Turning,South India,Large,270,1465.0,640.0,2560.0,84.0
SIH-03743,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,55.9,400,125,230,High,Light,9660,Phulkari,Cotton,Hand Embroidery,North India,Standard,755,8470.0,2560.0,14630.0,240.0
SIH-03744,Channapatna Wooden Toy,Toys,Wooden Toys,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.0,130,30,30,Low,Moderate,1060,Channapatna,Wood,Lac Turning,South India,Small,190,785.0,350.0,1340.0,88.0
SIH-03745,Kashmir Walnut Box,Home Decor,Wood Craft,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,41.9,630,220,250,Medium,High,13800,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,North India,Small,1100,7020.0,2480.0,13730.0,69.0
SIH-03746,Kashmir Walnut Box,Home Decor,Wood Craft,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,30.9,2450,260,330,High,Moderate,11170,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,North India,Large,3040,13840.0,4730.0,21830.0,74.0
SIH-03747,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.8,2340,100,165,High,Standard,5600,Moradabad Metal Craft,Brass,Metal Engraving,North India,Large,2605,8235.0,4080.0,14020.0,84.0
SIH-03748,Kashmir Walnut Box,Home Decor,Wood Craft,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,37.4,1940,285,335,High,High,11640,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,North India,Medium,2560,10635.0,3610.0,21300.0,74.0
SIH-03749,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.5,120,15,20,Low,Standard,460,Blue Pottery,Ceramic,Glazing,West India,Small,155,780.0,320.0,1310.0,265.0
SIH-03750,Madhubani Painting,Painting,Folk Painting,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,64.8,260,240,225,High,Light,17380,Madhubani,Paper,Hand Painting,East India,Large,725,7885.0,2690.0,19090.0,66.0
SIH-03751,Terracotta Decorative Pot,Home Decor,Pottery,West Bengal,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.8,150,20,30,Low,Standard,1090,Terracotta,Clay,Hand Moulding,East India,Medium,200,945.0,400.0,1830.0,86.0
SIH-03752,Kalamkari Wall Art,Painting,Textile Painting,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,14.2,700,75,110,Medium,Standard,3770,Kalamkari,Cotton,Block Printing,South India,Large,885,4740.0,1710.0,8830.0,69.0
SIH-03753,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.2,110,20,20,Low,Light,1060,Pipili Applique,Cotton,Applique,East India,Small,150,1265.0,560.0,2420.0,86.0
SIH-03754,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.3,240,15,20,Low,Light,710,Pipili Applique,Cotton,Applique,East India,Small,275,1265.0,560.0,2420.0,86.0
SIH-03755,Madhubani Painting,Painting,Folk Painting,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,60.7,420,190,140,High,Light,11890,Madhubani,Paper,Hand Painting,East India,Large,750,7885.0,2690.0,19090.0,66.0
SIH-03756,Kashmir Walnut Box,Home Decor,Wood Craft,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,20.9,2600,185,235,High,High,10620,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,North India,Large,3020,13840.0,4730.0,21830.0,74.0
SIH-03757,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.5,270,50,55,Low,Moderate,1160,Blue Pottery,Ceramic,Glazing,West India,Medium,375,990.0,430.0,1880.0,243.0
SIH-03758,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.4,130,15,20,Low,Standard,450,Blue Pottery,Ceramic,Glazing,West India,Small,165,780.0,320.0,1310.0,265.0
SIH-03759,Kutch Embroidery Bag,Fashion,Bags,Gujarat,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,25.7,470,120,90,Medium,Standard,6350,Kutch Embroidery,Cotton,Hand Embroidery,West India,Medium,680,6000.0,2510.0,8990.0,89.0
SIH-03760,Channapatna Wooden Toy,Toys,Wooden Toys,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,8.0,270,45,55,Medium,Light,1830,Channapatna,Wood,Lac Turning,South India,Large,370,1445.0,640.0,2560.0,84.0
SIH-03761,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,41.5,4210,390,535,High,Light,18200,Sandalwood Carving,Sandalwood,Wood Carving,South India,Medium,5135,14920.0,7370.0,29890.0,78.0
SIH-03762,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,8.4,830,100,120,Medium,Standard,3800,Moradabad Metal Craft,Brass,Metal Engraving,North India,Medium,1050,5250.0,2060.0,9180.0,82.0
SIH-03763,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,9.9,420,30,65,Low,Standard,2450,Pipili Applique,Cotton,Applique,East India,Medium,515,2125.0,730.0,4630.0,78.0
SIH-03764,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.6,320,55,40,Medium,Standard,1660,Blue Pottery,Ceramic,Glazing,West India,Large,415,1585.0,710.0,3370.0,250.0
SIH-03765,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.1,260,20,45,Low,Light,1070,Blue Pottery,Ceramic,Glazing,West India,Small,325,770.0,320.0,1310.0,265.0
SIH-03766,Kutch Embroidery Bag,Fashion,Bags,Gujarat,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,20.5,240,45,80,Medium,High,4370,Kutch Embroidery,Cotton,Hand Embroidery,West India,Small,365,4240.0,1700.0,9000.0,72.0
SIH-03767,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,12.6,2050,120,185,High,Moderate,6250,Dhokra,Brass,Lost Wax Casting,Central India,Medium,2355,6900.0,2480.0,11120.0,109.0
SIH-03768,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,96.1,4740,350,375,Medium,Light,27240,Banarasi,Silk,Handloom Weaving,North India,Standard,5465,33640.0,15130.0,63680.0,248.0
SIH-03769,Thanjavur Painting,Painting,Traditional Painting,Tamil Nadu,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,42.1,3080,290,615,High,Moderate,20540,Thanjavur Painting,Wood,Gold Leaf Work,South India,Medium,3985,23200.0,11420.0,29970.0,81.0
SIH-03770,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,67.8,3350,250,370,Medium,Standard,25470,Banarasi,Silk,Handloom Weaving,North India,Standard,3970,33640.0,15130.0,63680.0,248.0
SIH-03771,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.6,470,65,75,Medium,Standard,1720,Blue Pottery,Ceramic,Glazing,West India,Large,610,1585.0,710.0,3370.0,250.0
SIH-03772,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,120.7,5220,690,920,High,Standard,47550,Banarasi,Silk,Handloom Weaving,North India,Standard,6830,33625.0,15130.0,63680.0,248.0
SIH-03773,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,93.2,5860,260,505,High,Moderate,36060,Banarasi,Silk,Handloom Weaving,North India,Standard,6625,33625.0,15130.0,63680.0,248.0
SIH-03774,Kalamkari Wall Art,Painting,Textile Painting,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,22.9,510,90,90,Medium,Moderate,4800,Kalamkari,Cotton,Block Printing,South India,Large,690,4680.0,1710.0,8830.0,69.0
SIH-03775,Thanjavur Painting,Painting,Traditional Painting,Tamil Nadu,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,39.0,2090,255,405,Medium,Standard,18050,Thanjavur Painting,Wood,Gold Leaf Work,South India,Small,2750,15970.0,8220.0,29230.0,95.0
SIH-03776,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,97.2,5930,535,500,High,Standard,33180,Banarasi,Silk,Handloom Weaving,North India,Standard,6965,33640.0,15130.0,63680.0,248.0
SIH-03777,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,41.7,4340,295,360,High,Moderate,16720,Sandalwood Carving,Sandalwood,Wood Carving,South India,Large,4995,19855.0,8760.0,29980.0,84.0
SIH-03778,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.2,170,35,45,Low,Moderate,1270,Blue Pottery,Ceramic,Glazing,West India,Small,250,770.0,320.0,1310.0,265.0
SIH-03779,Kalamkari Wall Art,Painting,Textile Painting,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,8.4,170,35,55,Low,Light,1890,Kalamkari,Cotton,Block Printing,South India,Small,260,1760.0,840.0,3760.0,79.0
SIH-03780,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.4,390,25,35,Medium,Standard,1380,Pipili Applique,Cotton,Applique,East India,Medium,450,2135.0,730.0,4630.0,78.0
SIH-03781,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,8.2,370,75,105,Medium,Standard,2220,Blue Pottery,Ceramic,Glazing,West India,Large,550,1585.0,710.0,3370.0,250.0
SIH-03782,Thanjavur Painting,Painting,Traditional Painting,Tamil Nadu,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,40.5,1850,480,480,Medium,Moderate,19330,Thanjavur Painting,Wood,Gold Leaf Work,South India,Small,2810,15970.0,8220.0,29230.0,95.0
SIH-03783,Kalamkari Wall Art,Painting,Textile Painting,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.3,510,15,30,Low,Moderate,1420,Kalamkari,Cotton,Block Printing,South India,Small,555,1770.0,840.0,3760.0,79.0
SIH-03784,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,21.5,1690,135,275,High,Standard,7730,Dhokra,Brass,Lost Wax Casting,Central India,Large,2100,9130.0,5170.0,11920.0,77.0
SIH-03785,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.5,290,40,75,Low,Standard,1440,Blue Pottery,Ceramic,Glazing,West India,Medium,405,990.0,430.0,1880.0,243.0
SIH-03786,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,14.1,930,95,145,Medium,Light,4880,Dhokra,Brass,Lost Wax Casting,Central India,Small,1170,3940.0,1500.0,9610.0,96.0
SIH-03787,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,26.1,2780,315,305,High,Standard,11870,Moradabad Metal Craft,Brass,Metal Engraving,North India,Large,3400,8160.0,4080.0,14020.0,84.0
SIH-03788,Madhubani Painting,Painting,Folk Painting,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,40.8,250,120,205,Medium,Light,7250,Madhubani,Paper,Hand Painting,East India,Medium,575,4590.0,1130.0,12160.0,87.0
SIH-03789,Sikki Grass Basket,Home Decor,Natural Fibre,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.1,100,15,30,Medium,Standard,930,Sikki Craft,Sikki Grass,Hand Weaving,East India,Medium,145,1200.0,470.0,2940.0,89.0
